الأسم,الموديل,السعر,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات,طرف ثالث,التكميلي (جسم المركبة),المجموع,الدفع
فولكسفاجن جولف,2019,117000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,16000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,2048,3083,دفع أمامي
كيا سيراتو,2008,45000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,178000,4+1,إمكانية التقسيط,للبيع فقط,5,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,دفع أمامي
اودي TT كوبيه,2011,120000.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,2100,3440,
,,,,,,,,,,,,,,,,,,,
مرسيدس باص 212,1999,26000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,290,300,7+1,إمكانية التقسيط,للبيع أو التبديل,3,,467,500,967,دفع خلفي
بيجو 307,2007,25000.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,105000,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD",1340,1000,2340,دفع أمامي
كيا ريو,2015,55000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,110,4+1,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1000,2035,دفع أمامي
اوبل موكا,2015,77000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,58000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1348,2383,
هونداي فيرنا,2006,31500.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم",1035,1000,2035,دفع أمامي
فولكسفاجن كادي,2016,100000.0,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,86000,6+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1751,3090,دفع أمامي
فولكسفاجن بولو,1998,16000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,3+1,إمكانية التقسيط,للبيع أو التبديل,5,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم",670,500,1170,دفع أمامي
فولكسفاجن بولو,2015,57000.0,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,65000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1000,2035,
فولكسفاجن تيجوان,2018,155000.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,38000,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,2713,4053,دفع رباعي 4x4
مرسيدس C200,2010,87000.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,120000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,1523,3213,دفع خلفي
بيجو 208,2019,65000.0,بنفسجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,90000,4+1,إمكانية التقسيط,للبيع أو التبديل,ايد اوله,,1035,1138,2173,دفع أمامي
مرسيدس 416,2007,85000.0,أبيض,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,3000,600,2+1,نقدا فقط,للبيع أو التبديل,2,"إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد",1690,1488,3178,دفع خلفي
فيات اونو,1985,6000.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,123456,4+1,نقدا فقط,للبيع فقط,٦,,467,500,967,دفع أمامي
فولكسفاجن جيتا,2012,60000.0,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,290000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1050,2390,دفع أمامي
فولكسفاجن جولف,2016,90000.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,110000,4+1,نقدا فقط,للبيع أو التبديل,ثالثه,"مُكيّف
مسجل CD
جنطات مغنيسيوم
فرش جلد",1035,1576,2610,دفع أمامي
فولكسفاجن ترانسبورتر,1999,30000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,,نقدا فقط,للبيع أو التبديل,,,845,500,1345,
اوبل استرا,1991,100000.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,75000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",670,875,1545,دفع خلفي
مرسيدس اتيكو,2000,35000.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,1700,500000,,نقدا فقط,للبيع فقط,يد ثالثة,إغلاق مركزي,670,500,1170,دفع خلفي
بيجو بارتنر,2016,70000.0,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية",1340,1226,2565,
سيت ليون,2019,120000.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,42000,,نقدا فقط,للبيع أو التبديل,مش منمره,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,2100,3135,
,,,,,,,,,,,,,,,,,,,
سكودا اوكتافيا,2017,105000.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1838,3178,دفع أمامي
